name,last_names,age,gender,group_index,rank_index
Salvador,Montenegro Miranda,30,Femenino,621,5
Luz,Salamanca Ramírez,21,Masculino,401,6
María,Caicedo Pacheco,19,Masculino,405,7
Alejandro,Salcedo Cárdenas,26,Masculino,96,5
Yurany,Lozano Restrepo,23,Masculino,707,6
Luis,Bustamante Morales,44,Femenino,570,3
Nelly,López Villegas,34,Masculino,392,5
Edwin,Valencia Perea,36,Femenino,352,4
Lina,Murillo Carvajal,19,Masculino,666,7
Alberto,Serrano Guzmán,31,Masculino,576,4
Luis,Mercado Jiménez,22,Femenino,670,6
Rodrigo,Ariza Buitrago,31,Femenino,777,8
Camilo,Fernández Álvarez,31,Femenino,633,5
Alexandra,Carvajal Martínez,32,Masculino,288,5
Ruth,Andrade Mendoza,30,Masculino,523,5
Carlos,Franco Castillo,32,Masculino,726,5
Estefanía,Ortiz Puentes,33,Femenino,162,5
María,Martínez Nieto,23,Masculino,617,6
María,Romero Sánchez,38,Femenino,659,8
Nelson,Guerrero Ramírez,28,Femenino,182,8
Tulio,Sánchez Jaimes,22,No binario,549,7
Marco,Arias Vergara,21,Prefiero no decir,82,7
Sandra,Rodríguez Chacón,30,Femenino,524,5
María,Murcia Galindo,23,Masculino,4,6
Carmen,Guevara Franco,23,Femenino,495,7
Ramón,Ardila Escobar,27,Femenino,555,5
Mario,Flórez Molina,39,Femenino,51,8
Alfredo,Duarte Ruiz,35,Masculino,261,5
Fernando,Gutiérrez Moreno,26,Masculino,134,6
Viviana,Sarmiento Rodríguez,24,Masculino,599,6
Sandra,Ruiz Osorio,28,Masculino,362,8
Ligia,Melo Correa,27,Femenino,568,4
Elena,García Vásquez,26,Femenino,217,6
Luz,Mosquera Gutiérrez,25,Femenino,68,5
Alexander,Miranda Jaramillo,31,Masculino,556,4
Marcela,Vargas Navarro,22,Femenino,143,7
María,Pérez Alfonso,28,No binario,346,5
José,Caicedo Ospina,25,Femenino,554,6
Andrea,Muñoz Trujillo,31,Femenino,651,5
José,Flórez Cortés,36,Femenino,585,5
Fabián,Osorio Rodríguez,25,Femenino,779,6
Jaime,Ibarra Henao,27,Femenino,194,5
Myriam,Rendón Sarmiento,34,Masculino,667,4
Cristina,Pérez Sánchez,30,Masculino,246,8
Rosa,Fuentes Gómez,37,Masculino,314,5
Camilo,Flórez Martínez,26,Femenino,730,6
Susana,Cruz Cruz,32,Femenino,384,5
Alejandra,Ramírez Muñoz,35,Masculino,765,5
Carolina,Valencia Narváez,26,Masculino,789,5
Santiago,Montoya Castillo,24,Femenino,277,5
Adiela,Martínez Arias,29,Prefiero no decir,72,5
Alberto,Campo Rodríguez,24,Masculino,129,5
Estiven,Castro Gutiérrez,28,Masculino,358,5
Jairo,Ariza Hernández,29,Masculino,698,3
María,Díaz Padilla,24,Femenino,525,5
Harold,Ramírez Bastidas,39,Femenino,220,4
Luz,Rentería Martínez,39,Femenino,6,3
Javier,Hernández Rodríguez,41,Masculino,751,8
Jesús,Pérez Manrique,24,Femenino,624,6
José,Anaya Mesa,24,Masculino,228,6
Dario,Vargas Pabón,30,Femenino,17,5
Orlando,Gonzáles Ruiz,50,Femenino,585,8
Flor,Zapata Andrade,28,Femenino,12,6
Santiago,Uribe León,19,Femenino,598,7
Estefanía,Quintero Álvarez,31,Masculino,499,5
Alba,Rubio Giraldo,33,Masculino,692,8
Edwin,Díaz Fonseca,22,Femenino,634,7
Enrique,Alarcón Salazar,24,Femenino,716,7
Andrés,Lozano Hoyos,37,Masculino,502,4
Sergio,Castaño Murcia,33,Masculino,70,4
Andrés,Caicedo Ariza,42,Femenino,108,4
José,Mercado Mosquera,29,Masculino,201,4
Rosalba,Galindo Rivas,20,No binario,52,7
Gildardo,Jaramillo Hernández,49,Femenino,549,2
Eduardo,Rivera Alzate,34,Femenino,629,3
María,Hernández González,34,Femenino,259,4
Ignacio,Rodríguez Barrios,32,Femenino,482,4
Harold,Contreras Barrera,34,Masculino,264,4
Luz,Mosquera Ocampo,19,Femenino,303,7
Natalia,Sánchez Vega,30,Femenino,576,5
Paola,Gómez Mendoza,50,Femenino,554,1
Sergio,Reyes Patiño,35,Masculino,555,5
Manuel,Ballesteros Calderón,31,Femenino,125,5
María,Guerrero Gómez,40,Masculino,270,3
Ignacio,Rojas Romero,25,Masculino,745,6
Blanca,Uribe Marín,23,Masculino,480,6
Liliana,Blanco Rendón,26,Masculino,132,6
Néstor,López Betancur,25,Femenino,2,6
Esther,García Trujillo,39,Masculino,115,1
Julieth,Pinzón Beltrán,33,Masculino,481,8
Germán,Bermúdez Gómez,22,Femenino,1,7
Yaneth,Gallego Meza,29,Femenino,331,8
Jesús,Sanabria Lozano,56,Masculino,577,1
Willian,Ortiz Morales,34,Femenino,637,8
Yuly,Arias Jiménez,20,Masculino,768,7
Andrés,Álvarez Meneses,22,Masculino,391,7
Nancy,Vargas Díaz,36,Masculino,143,3
Sandra,Suárez Ortiz,25,Femenino,328,6
Andrea,Sánchez Padilla,31,Femenino,758,8
Diego,Herrera Ospina,26,Masculino,628,6
Jimmy,Betancur Murillo,29,Masculino,377,6
Joel,Velasco Bonilla,30,Masculino,90,8
Javier,Ibarra Vargas,33,Femenino,42,5
Luis,Zuluaga Muñoz,24,Femenino,35,6
José,Barrera Miranda,28,Femenino,494,5
Edgar,Rojas Ojeda,31,Femenino,553,8
Nelly,Parada Ardila,31,Masculino,124,3
Luz,Padilla Ceballos,32,Masculino,57,5
Stella,Daza Villamizar,25,Masculino,456,6
María,López Palacios,21,Masculino,235,7
Manuel,Sánchez Salgado,29,Prefiero no decir,608,6
Andrea,Duque Serna,41,Femenino,392,8
Olga,González Castaño,39,Femenino,492,8
Manuel,Rengifo Reyes,37,Masculino,343,3
Adriana,González López,28,Masculino,644,5
Claudia,Díaz Bonilla,39,Masculino,176,2
Alejandro,Mora Beltrán,30,Masculino,52,5
Héctor,Pinzón Arias,30,Masculino,550,5
Antonio,Ríos Medina,35,No binario,478,8
Alejandro,Silva Domínguez,18,Femenino,489,7
Camila,Guzmán Gómez,36,Masculino,5,3
Alexander,Alarcón Marín,31,Masculino,725,3
Carlos,Murillo Valencia,22,Masculino,632,6
Juan,Pérez Ramírez,33,Masculino,209,5
Mery,Herrera Serna,30,No binario,217,4
Katherine,Agudelo Benítez,24,Femenino,536,7
David,Rodríguez Ramírez,38,Masculino,342,8
Juan,Navarro Gutiérrez,32,Masculino,717,5
Damaris,Duarte Espinosa,23,Masculino,401,7
Juan,Alarcón Ramos,29,Femenino,462,5
Luis,Murillo Galindo,22,Femenino,738,6
Néstor,Rodríguez Martínez,29,Masculino,730,5
Erika,Cortés Zapata,31,Femenino,211,3
José,Perdomo Polo,38,Masculino,26,8
Jesús,Buitrago Alvarado,28,Femenino,252,5
José,Carrillo Montes,22,Masculino,3,6
Astrid,Torres Corredor,27,Masculino,2,5
Milena,Quintero Fuentes,52,Masculino,604,1
César,Escobar Lozano,38,Masculino,2,3
Ana,Gómez Uribe,29,Masculino,150,5
María,Cárdenas Gómez,24,Femenino,583,6
Consuelo,Giraldo Herrera,32,Masculino,4,5
Andrés,Vega Arango,21,Masculino,497,6
Leidy,Rodríguez Hernández,25,Femenino,550,6
Leidy,Villamil Salazar,24,Masculino,468,6
María,Castañeda Murillo,22,Masculino,70,5
Laura,Villamizar Castro,27,Femenino,201,8
Ernesto,Monsalve Rojas,26,Masculino,308,5
Luz,Torres Martínez,36,Femenino,252,5
Nohora,Bravo Torres,36,Femenino,287,4
Iván,Acevedo Muñoz,31,Femenino,292,5
Cristian,Hernández Arango,42,Masculino,154,2
Paola,Cardona Torres,23,Femenino,133,6
Fredy,Gil Posada,30,Femenino,586,4
Eliana,Quintero Sánchez,28,Masculino,274,5
Sebastián,Pabón Henao,23,Femenino,783,7
Maritza,Cruz Rivera,24,Femenino,697,5
María,Hernández Cifuentes,32,No binario,509,4
Ángel,Valencia Arenas,38,Masculino,353,4
Esperanza,Murillo Romero,22,Masculino,5,7
Kevin,Valencia Estrada,35,Masculino,293,3
Ana,Arboleda Ramírez,34,Masculino,360,5
Fernando,López Moreno,28,Masculino,598,5
Manuel,Acevedo Rodríguez,21,Femenino,214,6
Yésica,García Perdomo,29,Femenino,406,6
Estella,Meneses Beltrán,21,Femenino,436,7
Fernando,Sánchez Ríos,44,Masculino,15,2
Dary,Niño Álvarez,30,Femenino,273,5
María,López Correa,31,Femenino,563,4
Julián,Correa Arrieta,32,Femenino,765,4
Arturo,Manrique Perea,40,Femenino,45,4
Libardo,Ortiz Hernández,37,Masculino,703,5
Marly,Guerrero Becerra,25,Femenino,634,5
Diego,Camacho Camargo,23,Masculino,412,6
Eduardo,Solano Carrillo,30,Femenino,187,5
Germán,Jaramillo Ortiz,25,Femenino,726,6
Hilda,Navarro Pérez,26,Masculino,661,5
Daniel,Vega García,32,Femenino,170,5
Marcela,Cárdenas Uribe,32,Masculino,721,5
Yesenia,Sandoval Meneses,49,Femenino,594,2
Rafael,Chaparro Rodríguez,41,Femenino,401,3
Carlos,Delgado Mosquera,30,Femenino,708,5
Alex,Mosquera Gómez,37,Masculino,246,8
Milena,Arévalo Castrillón,26,Masculino,552,6
Jeison,Fuentes Cuéllar,32,No binario,680,3
José,Sánchez Contreras,18,Masculino,43,7
Diego,Salazar Pérez,25,Femenino,723,6
Miguel,Rueda Peña,28,Femenino,179,6
Fernanda,Peña Carrillo,21,Femenino,457,7
Carlos,Lozano Caicedo,32,Femenino,535,5
Fernando,Herrera Parra,30,Masculino,607,4
Arturo,Perdomo Díaz,30,Masculino,672,5
Julio,Rueda Moreno,34,Femenino,244,5
Diana,Arenas Mosquera,31,Femenino,17,5
Andrea,Mena Vega,30,Femenino,112,5
Alberto,Fuentes Álvarez,35,Masculino,615,8
Sebastián,Duque Paz,34,Prefiero no decir,598,8
José,López Lozano,23,Femenino,547,7
Daniela,Lozano Alvarado,21,Femenino,30,7
Andrés,Moreno Murcia,32,Femenino,192,8
José,Cortés Quintero,33,Femenino,437,3
Manuel,López Melo,39,Femenino,179,4
José,Oviedo Castañeda,26,Femenino,616,5
Edwin,Becerra Bedoya,21,Masculino,677,7
Liliana,García Ortiz,33,Femenino,474,5
Cristian,García Londoño,30,Masculino,634,6
Jorge,Gutiérrez Ramírez,38,Femenino,134,3
José,Suárez Pérez,40,Masculino,312,4
Alejandra,Fajardo Sánchez,25,Masculino,736,6
Carmen,Castillo Zapata,32,Femenino,25,4
Mónica,Hernández León,41,Masculino,371,5
Andrea,Jiménez León,30,Femenino,525,4
Santiago,Figueroa Zambrano,41,Femenino,319,5
Mayra,Mora Torres,29,Masculino,230,6
Moisés,Camacho Gómez,27,Femenino,102,5
Sandra,Sanabria Herrera,32,Femenino,450,5
Camilo,Rojas Estrada,32,Masculino,378,3
Gustavo,Uribe Loaiza,22,Masculino,203,7
María,Salgado Ramírez,31,Masculino,267,5
Angie,Reyes Carvajal,27,Masculino,462,6
Héctor,Serna Sarmiento,23,Femenino,365,6
Carlos,Ramírez Rodríguez,35,Femenino,734,4
Luis,Narváez Reyes,21,Masculino,104,7
Simón,Guzmán Muñoz,23,Masculino,111,6
Lucía,Ospina Zapata,35,Masculino,428,5
Carlos,Saavedra Vargas,35,Femenino,469,4
Jhoana,Martínez Zapata,34,Masculino,581,8
Cristina,Portilla Acosta,19,Femenino,770,7
Alicia,Romero González,28,Femenino,680,4
Libardo,Mendoza González,24,Masculino,561,5
María,Palacios Peña,22,Femenino,250,7
Álvaro,Bastidas Ramírez,22,Masculino,482,6
Jhonny,Montoya García,22,Masculino,331,7
Martha,Gómez Hernández,36,Masculino,587,5
Marleny,Ramos Fernández,27,Masculino,201,6
Javier,Acosta Fernández,31,Femenino,454,5
Brayan,Arias Arteaga,37,Femenino,504,4
Elena,Rodríguez Páez,28,Prefiero no decir,546,6
José,Gómez Peña,34,Femenino,111,8
Jhon,Rentería Miranda,32,Masculino,749,5
Iván,Bolívar Córdoba,27,Masculino,544,5
William,Díaz Navarro,22,Femenino,209,6
Graciela,Cuéllar Arenas,27,Masculino,644,5
María,Cáceres Roa,20,Masculino,618,7
Gabriel,Valencia Díaz,20,Masculino,33,7
María,González Morales,50,Masculino,555,2
William,Cifuentes Guzmán,19,Masculino,107,8
Jesús,Moreno Contreras,20,Masculino,265,7
Albeiro,Moreno Zambrano,22,Masculino,226,7
Alejandro,Díaz Ardila,27,Masculino,487,6
Julio,Salazar Angarita,19,Femenino,179,7
Fabiola,Rueda Rojas,44,Femenino,222,3
Valentina,Lozano Hernández,24,Femenino,370,5
Jesús,Rojas Vera,20,Masculino,637,7
Fredy,Aguilar Torres,33,Femenino,788,4
Cecilia,Martínez Ortiz,36,Masculino,167,3
Javier,Durán Londoño,23,Femenino,663,7
Andrés,López Ríos,21,Femenino,553,7
Dario,Montes Cifuentes,36,Masculino,300,4
Gustavo,Garzón Mendoza,22,Masculino,381,7
Oliva,Pérez Díaz,23,Femenino,35,6
Milena,Rincón Mora,29,Masculino,407,5
César,Giraldo García,24,Masculino,502,7
Gilma,Soto Romero,31,Masculino,314,5
Andrés,Gaitán Rodríguez,30,Masculino,743,4
Reinaldo,Gómez Quintero,31,Masculino,727,4
Sandra,Caicedo Gómez,33,Masculino,101,5
Diana,García Torres,25,Femenino,569,5
Lilia,Velandia Valencia,20,Masculino,215,7
Ricardo,Beltrán Peña,21,Femenino,668,7
Yaneth,Caicedo Guzmán,25,Femenino,576,6
Rosa,Mejía Sanabria,23,Masculino,62,7
Camilo,Lozano Herrera,25,No binario,369,4
Nel,Carvajal González,47,Femenino,368,2
Edna,Torres Álvarez,20,Masculino,574,7
Valentina,Cárdenas Muñoz,43,Femenino,94,3
Martha,Jaramillo Gallego,34,Femenino,469,4
Alejandro,Murillo Mena,24,No binario,26,6
Cristina,Gamboa Duque,29,Femenino,435,5
Juan,Navarro Fernández,19,Femenino,121,7
Alberto,Morales López,27,Masculino,50,5
Alejandro,Arias Molina,51,Prefiero no decir,764,1
Carolina,García Montenegro,36,Masculino,36,5
Leticia,García Martínez,23,Masculino,410,6
César,Córdoba Silva,27,Prefiero no decir,289,5
Olga,Nieto Guzmán,28,Masculino,379,5
Ana,Barrera Gómez,21,Femenino,100,7
Humberto,Gamboa Galvis,41,Masculino,324,8
Isabel,Álvarez Mosquera,31,Femenino,329,4
Estella,Bravo Martínez,39,Masculino,648,5
María,Espinosa Ortiz,31,Femenino,706,5
Karol,Moreno Gaitán,27,Masculino,221,8
Johana,Vélez Parra,30,Masculino,791,8
Claudia,Ospina Amaya,27,Femenino,567,4
Manuel,Prieto Rodríguez,25,Masculino,110,6
Edith,Muñoz Gil,34,Masculino,149,5
Eugenia,Romero Navarro,52,Masculino,406,1
Mercedes,Barragán Leal,56,Masculino,777,1
Yuliana,Ramírez Muñoz,31,Femenino,674,5
Wilmer,Bolívar Camargo,34,Masculino,699,5
Jhon,Vargas Zuluaga,40,Masculino,410,2
Alberto,Gómez Zapata,27,Masculino,129,6
Luis,Rodríguez Hurtado,37,Femenino,484,5
Óscar,Sánchez Rodríguez,40,Femenino,108,5
Amparo,Medina Palacios,35,Femenino,389,5
Juliana,Rentería Díaz,35,Masculino,425,4
Fredy,Arias García,26,Femenino,447,5
Elizabeth,Orozco López,31,Femenino,68,4
Leidy,Martínez Angulo,29,Femenino,66,5
José,Jiménez Aguirre,42,Masculino,656,4
Juan,Mejía Beltrán,27,Prefiero no decir,565,5
David,López Cárdenas,35,Femenino,640,4
Luis,Ortiz Ortiz,27,Masculino,504,6
Lorena,Suárez Delgado,18,Femenino,504,7
Paola,Bolaños Bonilla,33,Masculino,321,3
David,Vega Salazar,37,Masculino,719,5
Fabián,Mosquera Gutiérrez,42,Femenino,728,3
Javier,Padilla Hernández,28,Masculino,580,6
Hernán,Rodríguez López,31,Femenino,447,4
Milena,Reyes Bautista,35,Prefiero no decir,574,5
Natalia,Vergara Quintero,26,Femenino,210,5
Jorge,Aguilar Silva,33,Femenino,370,8
Cecilia,García Rivera,32,No binario,564,5
José,Prieto Díaz,27,Femenino,628,6
Susana,Amaya Cortés,31,Masculino,458,5
Eduardo,Mora Guerrero,31,Femenino,577,8
Augusto,Cardona Rosero,18,Masculino,642,7
María,Maldonado Carrillo,35,Masculino,689,4
Sandra,Martínez Muñoz,18,Masculino,790,7
Marisol,Rodríguez Barrios,32,Femenino,163,5
Luis,Rojas Melo,19,Femenino,332,7
Alejandro,Castrillón Soto,20,Masculino,664,7
Clara,Leal Vásquez,32,Masculino,350,4
Luis,Rubio Guzmán,26,Masculino,748,6
Roger,Hernández Hernández,26,Femenino,670,5
Elver,Vélez Martínez,31,Masculino,468,5
Lucía,Buitrago Vergara,30,Femenino,426,5
Juan,Morales Rodríguez,25,Femenino,327,6
Patricia,Solano Córdoba,36,Femenino,106,4
Paola,Gaviria Carrillo,45,Femenino,255,1
Bertha,Gómez Ocampo,21,Masculino,358,6
Esther,Delgado Ávila,40,Femenino,444,4
Tatiana,Salamanca Marín,31,Masculino,113,3
Nancy,Londoño Domínguez,43,Masculino,30,4
Humberto,Rodríguez Hurtado,29,Masculino,524,5
Nubia,Benavides Sánchez,26,Masculino,689,5
Alejandra,Gómez García,49,Masculino,46,2
Elena,Guzmán Moreno,30,Masculino,171,8
Marina,Córdoba Rangel,26,Masculino,130,6
Yurany,Cantillo Páez,34,Masculino,757,5
Leidy,Martínez Sierra,32,Masculino,353,5
Miguel,Torres Mercado,31,Masculino,203,5
María,Rojas García,26,Femenino,226,6
Leidy,Pardo Molina,35,Femenino,80,4
Carolina,Valencia Trujillo,38,Masculino,310,4
Victoria,Rodríguez Cruz,18,Femenino,35,7
Luz,Franco Bustamante,40,Femenino,564,4
Hernando,Silva Velásquez,29,Femenino,161,5
Lucía,Hurtado Muñoz,21,Masculino,596,7
Jesús,Herrera Ayala,24,Masculino,435,6
Carolina,Vásquez Mendoza,32,Femenino,538,5
Jairo,Obando Valencia,28,Femenino,225,6
Jesús,Arango Mora,47,Masculino,446,1
Ana,Espitia Valencia,24,Prefiero no decir,317,6
Jhon,Jiménez Jiménez,30,No binario,666,5
Sofía,Díaz Zapata,21,Femenino,414,7
Raúl,Salazar Palacios,31,Masculino,95,8
Jesús,Sánchez Quintero,30,Femenino,225,8
Manuel,Moreno Bastidas,37,Femenino,779,8
Germán,Amaya Arias,32,Prefiero no decir,553,5
Lina,Solano Gaviria,30,Femenino,645,5
Felipe,Contreras Solano,34,Masculino,66,5
Andrea,Molina Becerra,20,Masculino,397,6
Diana,Montoya González,22,Femenino,210,7
Paola,Gómez Bohórquez,36,Femenino,474,4
Luis,Villamizar Díaz,25,Femenino,665,8
Sebastián,Salamanca Mendoza,23,Prefiero no decir,684,7
Carlos,Maldonado Martínez,35,Femenino,571,8
Camilo,Perea Pérez,22,Masculino,696,7
Eugenia,Salazar Díaz,33,Femenino,490,4
Carlos,Suárez Amaya,41,Masculino,180,3
Alejandro,Camargo León,35,Prefiero no decir,524,3
Jhon,León Correa,24,Femenino,459,5
Luis,Méndez Torres,24,Prefiero no decir,68,6
Jorge,Ballesteros Guzmán,22,Masculino,329,7
Elcy,Barrios Erazo,23,Masculino,202,7
Patricia,López Sánchez,25,Femenino,475,6
Edith,Castro García,52,Masculino,518,1
Ricardo,Murcia Ramos,39,Femenino,15,4
Fredy,Ramírez Rivera,36,Femenino,42,3
Emilia,González Cruz,27,Femenino,543,5
Gladys,Murillo Morales,36,Masculino,693,5
Dario,Zuluaga López,43,Femenino,774,2
Jesús,Franco Mosquera,33,Femenino,289,5
Fredy,Campo Sierra,40,Prefiero no decir,533,4
Augusto,Márquez Palacios,25,Masculino,694,6
Javier,Jiménez Díaz,31,Masculino,696,5
María,Saavedra Ramírez,37,Femenino,244,5
Sebastián,Murillo Padilla,24,Masculino,661,5
Emilse,Mendoza Franco,26,Masculino,768,8
Gabriela,Mercado Castro,38,Femenino,612,4
Julián,León Carvajal,28,Masculino,567,5
Diego,González Puentes,27,Masculino,698,6
Néstor,Guevara Rangel,29,Masculino,598,5
Adriana,Rodríguez Solano,37,Masculino,174,8
Catalina,Sánchez Osorio,26,Femenino,534,5
Elvia,Camacho Solano,32,Masculino,509,5
Dora,Rico Escobar,35,Femenino,244,3
Gloria,Moreno Rodríguez,27,Masculino,60,6
Diana,Pabón Saavedra,44,Femenino,104,4
Héctor,Acosta González,31,Masculino,651,4
María,Quintero Castañeda,28,Femenino,303,5
Gloria,Rodríguez Montoya,29,No binario,671,5
Mauricio,Andrade Bermúdez,39,Femenino,744,3
Héctor,Gómez Arango,18,Masculino,77,6
Magda,Villegas Melo,25,Masculino,18,6
Nelson,Morales Arévalo,34,Masculino,534,4
David,Carvajal Narváez,29,Femenino,184,5
Óscar,Duarte Gómez,25,Masculino,657,6
Gladys,Muñoz Hernández,31,Femenino,550,5
Camilo,Lozano Oviedo,31,No binario,281,5
Wilson,Daza Herrera,25,Masculino,288,5
Javier,Gil Rivera,24,Masculino,655,6
Rosa,Sánchez Sánchez,31,No binario,525,8
Germán,Salcedo Contreras,26,Masculino,698,6
Edisson,Amaya Cardozo,34,Femenino,474,3
Ruth,Bolaños Duque,30,Femenino,267,5
Gladys,Ortega Granados,24,Masculino,781,7
Augusto,Pérez Palacios,27,Prefiero no decir,609,3
Fredy,Herrera Torres,32,Femenino,357,8
Vanesa,Benavides López,23,Masculino,1,8
Eduardo,Hoyos Bernal,38,Masculino,27,3
Julieth,Durán Salcedo,37,No binario,548,8
Saúl,Flórez Ortiz,27,Femenino,160,5
José,Martínez Ramírez,22,Masculino,399,7
Alba,Salamanca Cardona,35,Masculino,543,5
Leonardo,Agudelo Triana,31,Masculino,127,5
José,Sánchez León,23,Prefiero no decir,774,6
Luis,Bustamante Ochoa,22,Femenino,210,7
Carlos,Alarcón Carmona,53,Masculino,150,2
José,Gutiérrez González,21,No binario,31,6
Fabián,García Mosquera,39,Femenino,612,4
Diego,Pinzón Hurtado,24,Femenino,302,5
Diana,Suárez Roa,23,Prefiero no decir,731,5
Lizeth,Maldonado Vásquez,25,Masculino,765,5
Claudia,Triana López,29,Prefiero no decir,683,5
Leonardo,Posada Sánchez,43,Masculino,257,3
Marleny,Herrera Suárez,26,Masculino,57,4
Patricia,Padilla Ochoa,49,Masculino,9,2
Jesús,Medina Sierra,29,No binario,5,5
Daniel,Hernández Pérez,27,Femenino,114,8
Juan,Ramírez Gómez,40,Masculino,777,3
Mauricio,Páez Mosquera,30,Masculino,685,8
Esperanza,Martínez Molina,31,Masculino,732,6
Lina,Ortiz González,26,Femenino,205,6
Helena,Arias Marín,25,Femenino,24,6
Tatiana,Rincón Rico,22,Femenino,493,7
Mario,Valderrama Suárez,43,Femenino,682,3
Katherine,Moreno Martínez,35,Femenino,406,5
Manuel,Rincón Guerrero,27,Femenino,103,6
María,Gutiérrez Pérez,29,Masculino,60,6
Jhon,Cruz Soto,23,No binario,86,7
Juan,Muñoz Restrepo,41,Masculino,767,3
Rafael,Giraldo Rojas,23,Masculino,677,6
Daniela,Sarmiento Guzmán,35,Femenino,372,5
Angélica,Rodríguez García,28,No binario,679,5
Juan,Silva Velandia,31,Femenino,596,5
Helena,Salazar Miranda,23,Femenino,202,6
Ana,Sánchez Becerra,22,Masculino,602,7
Andrés,Pulido Mena,35,Femenino,89,5
Omar,Benítez Jaimes,20,Masculino,437,7
Andrés,Rodríguez Rivas,24,Femenino,120,5
Luz,Medina Ruiz,42,Masculino,156,3
David,Serrano Benavides,42,Masculino,399,3
Esperanza,Sanabria Franco,52,Masculino,700,2
José,Trujillo Vargas,33,Masculino,188,5
Luis,Rodríguez Durán,33,Masculino,774,5
Esperanza,Arroyo Pinto,22,Masculino,52,6
María,González Lozano,27,Masculino,652,6
Jesús,Navarro Lara,55,Masculino,531,2
Jorge,Rodríguez Pérez,32,Masculino,480,4
Jairo,Cruz Garcés,30,Masculino,587,4
María,Chávez Rojas,30,Masculino,230,5
Julián,Arango Rojas,38,Masculino,481,4
Rafael,Buitrago Hernández,38,Femenino,130,3
Orlando,Lozano Londoño,41,Femenino,55,8
Lina,Gutiérrez Ríos,19,Femenino,271,7
Marina,Gómez González,28,Masculino,100,4
Daniela,Ramos Cárdenas,35,Femenino,69,5
Mauricio,Sierra Rodríguez,24,Masculino,299,5
Alexander,Rivera Córdoba,21,Femenino,529,7
César,Ortiz Posada,35,Masculino,354,5
Luis,Guzmán Caro,38,Femenino,628,3
Juan,Martínez Gil,22,Femenino,152,6
Adriana,Orozco Niño,35,No binario,330,5
Juan,Vargas Mantilla,35,Masculino,116,4
Piedad,Calderón Pérez,29,No binario,542,5
Esther,Gil Martínez,36,Femenino,323,5
Mercedes,Ospina Vargas,28,Prefiero no decir,563,5
Adriana,Montoya Castro,32,Femenino,572,4
Miguel,González González,26,Femenino,229,5
Hugo,Bermúdez López,58,Femenino,771,1
David,Rengifo Rojas,21,Femenino,360,7
Juan,Vanegas Guzmán,33,Masculino,5,4
Jhonatan,Ayala Barrios,37,Femenino,28,2
Álvaro,García Henao,29,Femenino,766,6
Ana,Morales Rojas,20,Masculino,364,7
Karol,Montenegro Bolívar,18,Femenino,462,7
Leonor,Arenas Cortés,30,Masculino,231,5
Miguel,Peña Castro,39,Masculino,395,4
Karina,Vega Silva,27,Femenino,712,6
Ancizar,Villamizar Cano,25,Femenino,271,6
Rosalba,Mora Sánchez,33,Masculino,304,4
Julio,Pineda Angarita,30,Femenino,383,8
Claudia,Sánchez Restrepo,43,Femenino,558,3
Jaime,Sánchez Becerra,23,Masculino,28,8
Ricardo,Salazar Ibarra,19,Femenino,519,7
Diego,Naranjo Villamizar,24,Femenino,744,6
Paola,Cárdenas Giraldo,23,Masculino,199,8
Alexander,Murcia Murcia,24,Femenino,606,6
Augusto,Agudelo López,30,Masculino,82,4
Luz,Ojeda Amaya,31,Femenino,88,5
David,Cruz Fernández,35,Femenino,390,3
Natalia,Fernández González,28,Masculino,698,5
Martha,Rengifo Santos,23,Masculino,755,6
Felipe,Carvajal Romero,32,Femenino,580,5
Wendy,Rincón Castañeda,29,Femenino,451,5
Camilo,Gómez Mosquera,27,Femenino,433,6
Juan,Quintero Gómez,23,Masculino,374,7
Nancy,Barrera Arias,43,Masculino,435,2
Juan,Perdomo Ramírez,27,Masculino,187,5
Andrea,Mejía López,33,Masculino,751,4
Dary,Montenegro Acosta,32,Masculino,390,6
Luz,Londoño Ortiz,35,Prefiero no decir,218,3
Patricia,Cáceres Luna,24,Masculino,108,6
Ana,García Sánchez,35,Femenino,550,4
José,Luna Cortés,37,Masculino,349,4
Luis,Perea Escobar,33,Femenino,788,8
Elisa,Rodríguez Ayala,60,No binario,522,1
Geovanny,Salamanca Gutiérrez,30,Femenino,26,5
Cristian,Ayala Arias,44,Masculino,48,2
Enrique,López Calderón,33,Masculino,370,5
Eder,Ramírez Hernández,26,Femenino,14,5
Mary,Giraldo Jiménez,32,Prefiero no decir,612,5
Alberto,Vera Arroyo,36,Masculino,187,3
Wilson,Ortiz Torres,35,Femenino,524,5
Ángela,Murillo Córdoba,29,Femenino,279,6
Clara,Granados Becerra,20,Femenino,341,7
Jaime,Cárdenas Becerra,26,No binario,328,5
Andrés,Díaz Jaimes,19,Masculino,679,6
Viviana,Díaz Romero,35,Femenino,634,4
Fidel,Ríos Zambrano,26,Masculino,607,4
Rafael,Navarro Álvarez,34,Femenino,25,4
Marina,Vásquez Herrera,32,Masculino,529,4
Claudia,Díaz Prada,37,Femenino,426,4
Guillermo,Prada Rodríguez,29,Masculino,29,5
Luis,Amaya Rivera,27,Femenino,323,5
Enith,Martínez Bonilla,37,Femenino,313,8
María,Zambrano Mosquera,30,Masculino,584,4
Daniel,Rincón Beltrán,26,Masculino,270,6
Liliana,Rodríguez Saavedra,25,Femenino,762,7
Diana,Flórez Acosta,33,Masculino,295,5
